protein_id,class,label
A0A668UJK7,1,4
A0A672MTG9,1,4
A0A8D0ERY3,1,4
F2TXP1,1,4
O77226,1,1
A0A7M7KYT1,1,2
A0A7M7M0E0,1,2
A0A7M7MG23,1,2
A0A7M7KYP6,1,2
A0A7M7GK94,1,2
A0A7M7KYU7,1,2
A0A7M7L8C7,1,2
A0A7M7KZP5,1,2
A0A7M7KYS3,1,2
A0A7M7MK56,1,2
A0A7M7L1A4,1,2
A0A7M7KYT2,1,2
A0A7M7L256,1,2
A0A7M7L4R8,1,2
A0A7M7MG26,1,2
A0A7M7M3Y6,1,2
A0A7M7KYU9,1,2
A0A7M7L553,1,2
A0A7M7L215,1,2
A0A7M7IIW4,1,2
A0A7M7KYS0,1,2
A0A068X285,1,2
A0A068Y901,1,2
A0A068W8Y2,1,2
A0A139WBD2,1,2
A0A0X3PE31,1,2
A0A0V1J0K9,1,2
A0A0V1EKJ2,1,2
A0A0V1J0K7,1,2
A0A139WB60,1,2
A0A0V1EJT6,1,2
A0A0V1EJH0,1,2
A0A139WB25,1,2
A0A095BSX9,1,2
A0A2A2K7C1,1,2
A0A2S1WMC4,1,2
A0A3Q0KBR4,1,2
A0A3M7SXV2,1,2
A0A4Z2CWT3,1,2
A0A5J4NJB8,1,2
A0A564Y3Z8,1,2
A0A4S2L838,1,2
A0A4S2LIM8,1,2
A0A4S2LHS4,1,2
A0A4E0RL13,1,2
A0A5K4FA71,1,2
A0A6J3L3S4,1,2
A0A6J3LHC4,1,2
A0A6J1QPF1,1,2
A0A6J3LR77,1,2
A0A6J2XDP4,1,2
A0A6J1QQP4,1,2
A0A6J1QK92,1,2
A0A6J2XCM0,1,2
A0A6J1QKA1,1,2
A0A6J1QK70,1,2
A0A6J1QKA6,1,2
A0A6I9WT07,1,2
A0A6J1QQM4,1,2
A0A6J1QKB5,1,2
A0A6J1QLR9,1,2
A0A6J3LP05,1,2
A0A6J1QLQ8,1,2
A0A6J1QPG9,1,2
A0A6J3LMX6,1,2
A0A6J3L6S3,1,2
A0A6J3LLN0,1,2
A0A6J3LRS5,1,2
A0A6J2XCY8,1,2
A0A6J1QK74,1,2
A0A6J1QLS5,1,2
A0A6J3LLK9,1,2
A0A6J3LQJ2,1,2
A0A6J3LAL5,1,2
A0A6J1QPG3,1,2
A0A6J1QQN9,1,2
A0A6J3LF73,1,2
A0A6J3LQS1,1,2
A0A6J1QKB1,1,2
A0A6J3LLS7,1,2
A0A6P8L762,1,2
A0A6P8LW12,1,2
A0A6P8ME11,1,2
A0A6P8L752,1,2
A0A6P8LZJ2,1,2
A0A6P8LZH9,1,2
A0A6P8L1G5,1,2
A0A6P8L1G1,1,2
A0A6P8L745,1,2
A0A6P8LS29,1,2
A0A6P8LFM3,1,2
A0A6P8MDY8,1,2
A0A6P8MGK6,1,2
A0A6P8MDZ8,1,2
A0A6P8LKA9,1,2
A0A6P8LFN5,1,2
A0A6P8MGL5,1,2
A0A6P8ZU58,1,2
A0A6P8MGL1,1,2
A0A6P8LKB6,1,2
A0A6P8LZI9,1,2
A0A6P8LZI5,1,2
A0A6P8LRA5,1,2
A0A6P8LFM9,1,2
A0A7U0YEK3,1,2
A0A8B8HIG3,1,2
A0A8B8HMA9,1,2
A0A8B8HIF4,1,2
A0A8J9VGW0,1,2
A0A8S9Z4Q2,1,2
A0A9R0EYB1,1,2
A0A9R0EXC9,1,2
A0A9R0EY12,1,2
A0A9C6VXZ6,1,2
A0A9R0DV01,1,2
A0A9C6X2Y6,1,2
A0A922S5L7,1,2
A0A9C6W3V6,1,2
A0A9C6XR55,1,2
A0A9C6SGN5,1,2
A0A9C6S711,1,2
A0A9R0DV70,1,2
A0A9R0DUV8,1,2
A0A9C6S7W6,1,2
A0A922IPW1,1,2
A0A9C6S703,1,2
A0A9R0DV60,1,2
A0A9C6TF11,1,2
A0A9R0CVS4,1,2
A0A9C6X2Y4,1,2
A0A9C6X335,1,2
A0A9C6X343,1,2
A0A9R0DVN4,1,2
A0A9C6W1Z6,1,2
A0A9R0DU74,1,2
A0A9C6SHC7,1,2
A0A9R0DUU8,1,2
A0A9C6XRA2,1,2
A0A9C6XR61,1,2
A0A9R0DV11,1,2
A0A9C6XRF4,1,2
A0A9C6X2Z6,1,2
A0A9C6SGP7,1,2
A0A9C6S963,1,2
A0AA85F8D7,1,2
A0AA85K2Z7,1,2
A0AA84ZVJ5,1,2
A0AAE0S8H6,1,2
A0AA85JZ76,1,2
A0AA85FP71,1,2
A0AAE1Z905,1,2
A0AA85FNT0,1,2
A0AA85BHB2,1,2
A0AA85FLC7,1,2
D6X3I7,1,2
J9B7R8,1,2
E2BQF3,1,2
Q963L6,1,2
V9I6L9,1,2
V9I6L6,1,2
V9I869,1,2
V9I6L3,1,2
A0A074Z3F6,1,2
T1EHR1,1,2
A0A0P6DPE4,1,2
A0A430QBM5,1,2
A0A820L0X8,1,1
A0A8B7E0D0,1,2
A0A8I0S1G3,1,1
A0AAJ7WA86,1,2
A0AAJ7W9G0,1,2
A0AAJ7RYJ5,1,2
A0AAJ7RYK1,1,2
A0AAJ7RYK3,1,2
A0AAJ7W9I6,1,2
A0AAJ7RYL1,1,2
A0AAJ7RYJ7,1,2
A0AAJ7RYK5,1,2
A0AAJ7RYN7,1,2
A0AAJ7RYK8,1,2
A0AAJ7RYG3,1,2
A0AAJ7IUH5,1,2
A0AAJ7RYH3,1,2
A0AAJ7W9M1,1,2
A0AAJ7RZE0,1,2
A0AAJ7W9G5,1,2
G7YTQ2,1,2
W6UTM3,1,2
A0A2D6MZV1,1,1
A0A2E5YRF6,1,1
A0A534V5R0,1,1
A0A535ADF1,1,1
A0A7V1NBG9,1,1
A0A955ZUA7,1,1
A0A935T1K0,1,1
A0A2B4STI8,1,1
A0A8B7DMI2,1,2
T2MHU5,1,2
A0A1Q9E2S4,1,2
A0A1Q9EXD0,1,2
A0A1J9RFG7,1,4
A0A964ICE6,1,1
A0A7M5WQP2,1,1
A0A661H9M3,1,1
A0A954J2Z5,1,1
A0A6P4Z5T8,1,4
A0A8S4P4J8,1,4
A0A8J1U436,1,4
R7UZ35,1,4
A0A077RCQ7,1,2
A0A081CKE6,1,2
A0A0P1BGF0,1,2
A0A127Z8S3,1,2
A0A1K0GCW2,1,2
A0A2N8UKQ9,1,2
A0A5C3ELR6,1,2
A0A5C3EL44,1,2
A0A5C3F7F4,1,2
A0A9Q7TVP6,1,2
A0A9Q7UIX8,1,2
A0AAF0ISL8,1,2
A0AAJ4XPF9,1,2
A0AAF0JAB8,1,2
R9P931,1,2
E6ZRL4,1,2
I2FTK8,1,2
A0A915HR14,1,1
Q95NJ8,1,1
A0A088DAD3,1,1
A0A088DB30,1,1
P0CI46,1,1
A0A0L8G4G9,1,1
A0A6P7U040,1,1
A0A812CNL4,1,1
A0A812EW80,1,1
A0AA36EYC7,1,1
A0A1J6I501,1,1
A0A2I0AZ78,1,1
A0A2I0X676,1,1
A0A845L533,1,1
A0A3Q3B8S4,1,2
A0A091R4B8,1,2
A0A2K6FIX4,1,2
A0A2K6K7Q4,1,2
G1TWX8,1,2
A0A2K6S5G1,1,2
Q5R5X2,1,2
A0A2K5RER4,1,2
A0A0D9R6A7,1,2
A0A2J8TJG1,1,2
A0A0D9QVU8,1,2
A0A341CRA4,1,2
A0A1S3MVD9,1,2
A0A151P5S7,1,2
A0A2K6EZ01,1,2
A0A2I2Y7K5,1,2
A0A0P7X5B3,1,2
Q9JJV4,1,2
A0A1U7QQY7,1,2
A0A2Y9PRP6,1,2
A0A1U7Q308,1,2
A0A2U3YQT8,1,2
A0A151NHV4,1,2
A0A384CKM9,1,2
A0A1S3S3H4,1,2
A0A2U3X4Y7,1,2
A0A3Q2GZC4,1,2
A0A3Q1FWL7,1,2
A0A2Y9KRQ3,1,2
O60359,1,2
A0A2K6CC49,1,2
A0A226ML27,1,2
A0A2K5QPC3,1,2
A0A0P7U5B4,1,2
A0A1U7S856,1,2
P62956,1,2
A0A3B3IPH5,1,2
A0A2K5L5G4,1,2
A0A2R8ZTZ8,1,2
A0A2R9BKI3,1,2
A0A3B3HC30,1,2
A0A2U4CQF3,1,2
A0A1A7Y9P6,1,2
A0A2Y9PQG4,1,2
A0A2I3M816,1,2
Q9JJV5,1,2
A0A340XG90,1,2
A0A3Q0R670,1,2
A0A3B3H5G5,1,2
A0A2K5M7U8,1,2
A0A3B3S3R0,1,2
A0A2P4TB18,1,2
A0A2Y9PGG7,1,2
A0A3Q0GSA7,1,2
A0A0D9R2S6,1,2
O88602,1,2
A0A3B3RVI1,1,2
A0A1S3L8N9,1,2
A0A087XPS2,1,2
A0A093EIT3,1,2
A0A2K5WFY4,1,2
A0A2Y9KM76,1,2
A0A2K6KV21,1,2
A0A2K5RRB8,1,2
A0A2Y9G5F3,1,2
A0A1A6HQF2,1,2
A0A2K6UT32,1,2
A0A286ZJB7,1,2
A0A2K6PQP8,1,2
A0A2Y9PIE5,1,2
A0A061IL41,1,2
A0A2K6FX68,1,2
A0A2U3X183,1,2
A0A2U3XDQ7,1,2
A0A3P8RUL9,1,2
A0A1U8CTK2,1,2
A0A3P8WHT3,1,2
A0A3P9AKL1,1,2
A0A1A8R2S4,1,2
Q71RJ2,1,2
A0A2K6D8L7,1,2
A0A218UYY7,1,2
A0A3B3H9L8,1,2
A0A1S3G363,1,2
A0A1S2ZHD6,1,2
A0A2D0Q8I2,1,2
A0A1S3PMV5,1,2
A0A096M083,1,2
A0A286XML7,1,2
A0A340WIF4,1,2
A0A2I3GWI5,1,2
A0A1D5QD09,1,2
A0A1U7R840,1,2
A0A3B4FGI2,1,2
A0A3B3S2B6,1,2
Q8VHW5,1,2
A0A1S2ZTK2,1,2
A0A2Y9EPK4,1,2
A0A3B3IHZ5,1,2
A0A2Y9PF58,1,2
A0A2K5YY90,1,2
A0A212CCY9,1,2
A0A3B5QK28,1,2
A0A2Y9GVN2,1,2
A0A0D9S5H7,1,2
A0A2Y9EMX4,1,2
A0A1S3ESM7,1,2
A0A1A6GIG3,1,2
A0A2Y9IG19,1,2
A0A3P8Q433,1,2
A0A2J8Q7N5,1,2
A0A2R8QBC8,1,2
A0A2I0MJP6,1,2
A0A2U3WL25,1,2
A0A383YS97,1,2
A0A1D7US06,1,2
A0A384CYF2,1,2
Q8VHW2,1,2
A0A2K6FSX8,1,2
A0A2K6KV08,1,2
A0A3P8YDS9,1,2
A0A3L8SD96,1,2
A0A3P8RRU8,1,2
A0A2K5REU1,1,2
A0A2K6D8K8,1,2
A0A287A2G0,1,2
A0A2K5LBR2,1,2
A0A3B3HD84,1,2
A0A2R9CE99,1,2
A0A2Y9PB97,1,2
A0A2K6QPM0,1,2
A0A3P9LUV7,1,2
Q8WXS5,1,2
A0A2Y9P8X0,1,2
A0A060XB07,1,2
A0A2I4BGE7,1,2
A0A1D5PTF2,1,2
A0A3Q2V2N0,1,2
A0A2Y9PRP2,1,2
A0A384CLM4,1,2
A0A3P9JMY3,1,2
A0A287DFT7,1,2
A0A2K6M0X2,1,2
A0A2Y9F2F7,1,2
A0A2K5DC52,1,2
A0A1V4J9T6,1,2
A0A2K5NGW3,1,2
Q8VHX0,1,2
A0A2K6BGQ5,1,2
A0A3Q2DHF9,1,2
A0A1S3GWT8,1,2
A0A286XDD2,1,2
A0A1U7Q9G3,1,2
A0A2J8UVY2,1,2
A0A3B3S2D3,1,2
A0A0P6JI20,1,2
A0A2K5RTV3,1,2
A0A3P9AZH6,1,2
A0A2K6BZM4,1,2
A0A3Q1BT46,1,2
Q9UBN1,1,2
A0A3Q1IR87,1,2
Q8VHW9,1,2
A0A3B3C9I5,1,2
A0A2K5DT74,1,2
P62957,1,2
A0A2K5NGM4,1,2
A0A1U7SAM8,1,2
A0A1A8ME64,1,2
A0A3P8P3Y9,1,2
A0A2I2UA66,1,2
A0A3Q1LKG2,1,2
A0A1S3G5G7,1,2
Q9Y698,1,2
A0A3B1K0X4,1,2
A0A2K5YEX0,1,2
A0A3B3WZL0,1,2
A0A287AXU2,1,2
A0A3P9BDG9,1,2
A0A287CYW2,1,2
A0A2Y9QJD3,1,2
A0A2K6PEA9,1,2
A0A3Q1F7H3,1,2
A0A0Q3P6T2,1,2
A0A341CRW9,1,2
A0A1S3RBM9,1,2
A0A2K6FH11,1,2
A0A2Y9DHJ2,1,2
A0A2R9BGT6,1,2
A0A2J8UA59,1,2
A0A3B3S465,1,2
A0A2Y9PF68,1,2
A0A3B3SVI2,1,2
A0A1U7QDI1,1,2
A0A2I3SJZ0,1,2
A0A3Q0DQT9,1,2
A0A2K5F9M8,1,2
A0A151NW35,1,2
K7FUS2,1,2
A0A2Y9TBQ7,1,2
A0A1S3PYZ0,1,2
A0A2K5WLZ1,1,2
A0A0D9S5H5,1,2
A0A2J8V028,1,2
A0A2K5CG94,1,2
A0A0P7YW99,1,2
A0A096NJU0,1,2
A0A2K6SV15,1,2
A0A3Q2DHX1,1,2
A0A3M0JS78,1,2
Q9UF02,1,2
A0A2R8ZR06,1,2
A0A2K5YK70,1,2
A0A2Y9DFY8,1,2
P62955,1,2
A0A3B3SQ18,1,2
A0A2K6FSV6,1,2
A0A2K5HQ99,1,2
A0A3B3SRK9,1,2
A0A384DAA7,1,2
A0A091TXI4,1,2
A0A1S3FUR7,1,2
A0A7L0HKK9,1,2
A0A674F3P1,1,2
A0A7K6KFB5,1,2
A0A7K9YDU2,1,2
A0A7K5EXA0,1,2
A0A668UPF9,1,2
A0A673B5E7,1,2
A0A7K6GJK6,1,2
A0A7K8QD57,1,2
A0A7K5DFJ3,1,2
A0A4W6FP51,1,2
A0A7K6M3R0,1,2
A0A6J2RDV6,1,2
A0A7L0K9W3,1,2
A0A7K9F3S0,1,2
A0A6J2AXL2,1,2
A0A7K9T0W2,1,2
A0A7K8NMB2,1,2
A0A7K7MV88,1,2
A0A7K9M8L2,1,2
A0A5N5PZL7,1,2
A0A7K7WGV1,1,2
A0A7L0D9B5,1,2
A0A4W3KAM6,1,2
A0A7K6U7A3,1,2
A0A6P3VN65,1,2
A0A672TLA4,1,2
A0A484CIV9,1,2
A0A7K5L2J5,1,2
A0A7L0E064,1,2
A0A7L0QLX7,1,2
A0A4X2L1E5,1,2
A0A6G1ADC2,1,2
A0A7K6C1Y4,1,2
A0A6J2HXA3,1,2
A0A673HI89,1,2
A0A6P9F5F9,1,2
A0A7J5XBV8,1,2
A0A484D8V9,1,2
A0A7L0PBZ6,1,2
A0A7K8Z2M2,1,2
A0A7L0YZZ5,1,2
A0A7K4ZXK3,1,2
A0A452UL06,1,2
